fldID;fldDate;fldIDMatch;fldTournament;fldTeam1;fldTeam2;fldInfo;fldElapsedTime;fldScore1;fldScore2;fldCoef1;fldCoefX;fldCoef2;fldTotal;fldCoefTotalOver;fldYellowCard1;fldYellowCard2;fldRedCard1;fldRedCard2;fldCorner1;fldCorner2;fldShotsOn1;fldShotsOn2;fldShotsOff1;fldShotsOff2;fldAttacks1;fldAttacks2;fldDanAttacks1;fldDanAttacks2;fldPenalty1;fldPenalty2;fldFreeKick1;fldFreeKick2;fldSub1;fldSub2;fldScoreResult1;fldScoreResult2;fldResult
172425;26.10.2022;407328625;Чемпионат Панамы. Вторая лига;СД Панама Оесте;Академия Марио Мендес;Чемпионат Панамы. Вторая лига СД Панама Оесте Академия Марио Мендес;4721;0;1;25;5.420000076;1.179999948;1.5;2.404999971;0;3;0;0;8;1;2;1;6;1;56;49;21;16;0;0;30;18;0;0;0;1;0
321842;31.10.2022;408644464;Чемпионат Египта. Вторая лига;Гомхорьет Шебин;Кафр Эль-Шейх;Чемпионат Египта. Вторая лига Гомхорьет Шебин Кафр Эль-Шейх;4701;1;1;3.819999933;1.49000001;7.300000191;2.5;2.440000057;0;1;0;0;3;3;4;2;10;5;83;75;47;36;0;0;13;14;0;0;1;1;0
300439;30.10.2022;408448664;Чемпионат Камеруна. Премьер Дивизион;Газелле ФА;Унион Доуала;Чемпионат Камеруна. Премьер Дивизион Газелле ФА Унион Доуала;4758;0;0;5.119999886;1.429999948;5.639999866;0.5;2.619999886;1;1;0;0;3;3;2;1;4;7;105;90;73;64;0;0;18;15;2;1;0;1;1
341425;02.11.2022;408963928;Чемпионат Бразилии. Серия A;Сан-Паулу;Атлетико Минейро;Чемпионат Бразилии. Серия A Сан-Паулу Атлетико Минейро;4747;2;1;1.139999986;5.5;55;3.5;3.049999952;3;4;0;0;7;4;4;2;7;6;74;84;27;34;0;1;26;13;2;5;2;2;1
321871;31.10.2022;408644534;Чемпионат Египта. Вторая лига;Прокси СК;Аль-Хиляль Эль-Дабаа;Чемпионат Египта. Вторая лига Прокси СК Аль-Хиляль Эль-Дабаа;4799;2;0;1.00999999;19.60000038;35;2.5;2.269999981;0;2;0;0;8;1;2;1;4;6;76;59;47;49;1;0;8;15;6;4;2;0;0
349457;02.11.2022;409112222;Кубок Италии. Серия C;Авеллино;Туррис Кальцио;Кубок Италии. Серия C Авеллино Туррис Кальцио;4776;1;0;1.110000014;7.039999962;44;1.5;2.359999895;1;0;0;0;2;1;8;2;6;2;119;103;71;52;1;0;15;16;0;0;1;0;0
127497;23.10.2022;406834672;Чемпионат Португалии. Второй дивизион;КД Мафра;Эштрела;Чемпионат Португалии. Второй дивизион КД Мафра Эштрела;4779;1;2;17.20000076;3.150000095;1.470000029;3.5;2.140000105;3;4;0;1;5;5;4;3;4;7;101;69;66;45;1;1;21;13;0;0;2;2;1
314256;30.10.2022;408517366;Чемпионат Израиля. Лига Алеф. Юг;Хапоэль Бикат Хэйарден;Хапоэль Ирони Марморек;Чемпионат Израиля. Лига Алеф. Юг Хапоэль Бикат Хэйарден Хапоэль Ирони Марморек;4737;1;1;5.159999847;1.399999976;6.190000057;2.5;2.789999962;0;3;0;0;2;5;2;4;5;5;65;58;34;32;0;0;11;9;0;0;1;1;0
282930;30.10.2022;408398357;Чемпионат Польши. Женщины;АПЛГ Гданьск (жен);Быдгощ (жен);Чемпионат Польши. Женщины АПЛГ Гданьск (жен) Быдгощ (жен);4792;1;1;4.159999847;1.450000048;7.28000021;2.5;2.619999886;2;1;0;0;3;7;7;3;3;2;126;123;68;54;0;0;13;25;0;0;1;1;0
107465;23.10.2022;406782110;Чемпионат Норвегии. 3-й дивизион;Локомотив Осло;Кйелсас II;Чемпионат Норвегии. 3-й дивизион Локомотив Осло Кйелсас II;4798;2;0;1.00999999;20;33;2.5;2.109999895;1;2;0;0;8;1;4;1;11;8;133;111;78;70;0;0;10;14;2;1;2;1;1
107359;23.10.2022;406779568;Чемпионат Германии. Региональная лига. Север-Восток;ФСВ 63 Луккенвальде;Карл Цейсс;Чемпионат Германии. Региональная лига. Север-Восток ФСВ 63 Луккенвальде Карл Цейсс;4742;1;1;4.75;1.570000052;4.5;2.5;2.180000067;1;3;0;0;8;2;3;5;8;3;125;130;73;64;0;1;12;11;4;5;1;1;0
308450;30.10.2022;408478269;Чемпионат Италии. Лига Про C;Юве Стабия;Пескара;Чемпионат Италии. Лига Про C Юве Стабия Пескара;4745;1;2;35;7.150000095;1.110000014;3.5;2.950000048;4;0;0;0;1;2;5;5;5;9;111;97;55;58;0;0;19;17;0;0;1;2;0
285389;30.10.2022;408406956;Чемпионат Испании. Третий дивизион RFEF;КЕ Европа;УЭ Рапитенка;Чемпионат Испании. Третий дивизион RFEF КЕ Европа УЭ Рапитенка;4719;1;0;1.049999952;11;34;1.5;2.305000067;1;2;0;0;3;0;3;0;4;0;144;94;85;50;0;0;11;12;1;2;1;0;0
119703;23.10.2022;406809346;Чемпионат Германии. Оберлига Нидерзаксен;Германиа Эгесторф-Лангредер;Блау-Вайс Папенбург;Чемпионат Германии. Оберлига Нидерзаксен Германиа Эгесторф-Лангредер Блау-Вайс Папенбург;4788;1;0;1.159999967;6.03000021;25;1.5;2.404999971;2;1;1;0;8;3;7;3;2;3;74;76;62;58;1;0;8;16;4;2;2;0;1
124861;23.10.2022;406824955;Чемпионат Грузии. Суперлига;Телави;Гагра;Чемпионат Грузии. Суперлига Телави Гагра;4732;1;0;1.080000043;9.039999962;34;1.5;2.619999886;1;1;0;1;8;1;5;2;12;3;140;122;72;38;0;0;15;10;0;0;1;0;0
172415;26.10.2022;407328622;Кубок Либертадорес. Женщины;Депортиво Кали (жен);Бока Хуниорс (жен);Кубок Либертадорес. Женщины Депортиво Кали (жен) Бока Хуниорс (жен);4749;1;1;4.820000172;1.460000038;5.579999924;2.5;2.440000057;2;1;0;0;4;0;2;2;3;6;72;86;34;42;0;0;14;13;0;0;1;1;0
171336;25.10.2022;407297497;Лига Чемпионов УЕФА;РБ Лейпциг;Реал Мадрид;Лига Чемпионов УЕФА РБ Лейпциг Реал Мадрид;4795;2;1;1.190000057;5;37;3.5;2.380000114;0;1;0;0;5;7;4;4;3;4;46;49;15;25;0;0;7;10;3;3;3;2;1
245515;29.10.2022;408164673;Чемпионат Италии. Примавера 3;Катандзаро (19);Бари (19);Чемпионат Италии. Примавера 3 Катандзаро (19) Бари (19);4752;1;2;19.10000038;5.059999943;1.220000029;3.5;2.210000038;2;3;0;0;2;4;3;2;7;2;78;64;35;23;1;1;30;21;0;0;1;2;0
209893;28.10.2022;407939856;Чемпионат Кипра. 1-й дивизион;Акритас Хлорака;АЕЛ;Чемпионат Кипра. 1-й дивизион Акритас Хлорака АЕЛ;4737;0;2;37;19.60000038;1.00999999;2.5;2.269999981;0;0;0;0;7;4;3;3;4;4;64;67;39;41;0;0;17;15;0;0;0;3;1
34328;22.10.2022;406466699;Чемпионат Румынии. Лига 2;Униря Деж;Брашов Стягул Ренаште;Чемпионат Румынии. Лига 2 Униря Деж Брашов Стягул Ренаште;4753;2;1;1.179999948;5.309999943;28;3.5;2.359999895;0;0;0;0;4;6;4;3;4;5;101;114;72;78;0;1;6;12;0;0;2;1;0
340229;01.11.2022;408923983;Чемпионат Испании. Второй дивизион;УД Ибица;Леганес;Чемпионат Испании. Второй дивизион УД Ибица Леганес;4748;0;1;53;5.710000038;1.159999967;1.5;2.700000048;3;1;0;0;3;5;1;5;4;4;78;78;24;31;0;0;12;27;5;4;0;2;1
311227;30.10.2022;408496455;Чемпионат Мавритании. Чемпионат D1;АСК Гендрим;АСАК Конкорд;Чемпионат Мавритании. Чемпионат D1 АСК Гендрим АСАК Конкорд;4720;1;2;30;7.360000134;1.110000014;3.5;2.180000067;2;0;0;0;4;3;3;7;2;5;85;69;55;62;0;0;13;11;2;1;1;2;0
72793;22.10.2022;406589251;Чемпионат Франции. Националь 2;Лион II;Грассе;Чемпионат Франции. Националь 2 Лион II Грассе;4774;0;0;8.43999958;1.399999976;4.21999979;0.5;2.789999962;1;1;1;1;2;4;3;6;1;9;56;79;16;45;0;0;23;17;0;0;0;1;1
221835;29.10.2022;408072086;Чемпионат Японии;Киото Санга;Сересо Осака;Чемпионат Японии Киото Санга Сересо Осака;4747;0;0;5.639999866;1.570000052;4.610000134;0.5;2.400000095;0;0;0;0;7;4;1;2;11;3;108;58;53;21;0;0;10;12;4;3;0;0;0
302927;30.10.2022;408454951;Португалия. Национальный чемпионат;Салгейруш;Бейра-Мар;Португалия. Национальный чемпионат Салгейруш Бейра-Мар;4758;1;0;1.179999948;5.309999943;28;1.5;2.440000057;2;1;0;0;5;2;4;1;1;5;98;113;50;61;1;0;17;18;0;0;1;0;0
266397;30.10.2022;408296052;Чемпионат Бразилии. Серия A;Гояс;Коринтианс Паулиста;Чемпионат Бразилии. Серия A Гояс Коринтианс Паулиста;4724;0;0;6.920000076;1.539999962;4.119999886;0.5;2.470000029;2;2;0;0;0;4;0;2;8;13;77;120;56;93;0;0;15;15;4;4;0;0;0
66848;22.10.2022;406565912;Чемпионат Венгрии. Суперлига;МОЛ Фехервар;Пакш;Чемпионат Венгрии. Суперлига МОЛ Фехервар Пакш;4777;1;0;1.210000038;4.539999962;39;1.5;2.269999981;2;3;0;0;2;9;2;5;6;7;85;82;40;61;0;0;42;22;1;4;1;1;1
114089;23.10.2022;406792146;Чемпионат Испании. Примера;Эспаньол;Эльче;Чемпионат Испании. Примера Эспаньол Эльче;4783;2;1;1.090000033;7.5;67;3.5;2.529999971;1;3;0;0;5;2;5;3;8;5;86;67;32;33;0;0;15;13;4;4;2;2;1
135625;23.10.2022;406869055;Чемпионат Турции. Суперлига;Галатасарай;Аланияспор;Чемпионат Турции. Суперлига Галатасарай Аланияспор;4799;2;1;1.200000048;4.75;31;3.5;2.130000114;2;3;1;0;6;2;12;4;2;6;79;83;79;73;0;0;16;16;5;5;2;2;1
198546;28.10.2022;407776475;Чемпионат Бразилии. Серия A;Атлетико Минейро;Ювентуд;Чемпионат Бразилии. Серия A Атлетико Минейро Ювентуд;4733;1;0;1.049999952;11;90;1.5;2.109999895;1;0;0;0;3;3;3;3;12;3;122;44;58;13;1;0;22;19;3;3;1;0;0
58108;22.10.2022;406534224;Чемпионат Швеции. Суперэттан;Ландскрона;АФК Эскильстуна;Чемпионат Швеции. Суперэттан Ландскрона АФК Эскильстуна;4727;1;1;3.839999914;1.629999995;5.079999924;2.5;2.109999895;3;3;0;0;6;6;2;4;4;3;67;65;31;35;0;0;22;21;4;2;1;1;0
133030;23.10.2022;406858867;Чемпионат Испании. Второй дивизион RFEF;Герника;Изарра;Чемпионат Испании. Второй дивизион RFEF Герника Изарра;4786;2;1;1.090000033;8.329999924;30;3.5;2.359999895;3;2;0;1;7;6;2;4;3;3;60;65;36;38;0;0;18;15;0;0;2;1;0
26395;22.10.2022;406384667;Чемпионат Бразилии. Лига Гояно. 3-й дивизион;Гуанабара Сити;Уруаку;Чемпионат Бразилии. Лига Гояно. 3-й дивизион Гуанабара Сити Уруаку;4755;2;1;1.159999967;5.900000095;28;3.5;2.440000057;2;2;0;0;2;5;2;2;3;4;58;52;41;35;1;0;16;14;3;2;2;1;0
171877;25.10.2022;407317738;Чемпионат Эквадора. Серия В;КА Санто-Доминго;Манта;Чемпионат Эквадора. Серия В КА Санто-Доминго Манта;4756;1;0;1.120000005;6.860000134;29;1.5;2.950000048;3;5;0;0;3;4;7;1;3;4;73;82;22;20;0;0;12;26;0;0;2;0;1
69150;22.10.2022;406572494;Чемпионат Франции. Националь 2;Хагуенау;Люситанс Сен-Мор;Чемпионат Франции. Националь 2 Хагуенау Люситанс Сен-Мор;4796;0;1;26;5.309999943;1.179999948;1.5;2.950000048;2;0;0;0;3;3;3;2;5;5;103;73;44;31;0;0;13;26;0;0;1;1;1
198406;28.10.2022;407773465;Чемпионат Бразилии. Серия A;Сан-Паулу;Атлетико Гойяненсе;Чемпионат Бразилии. Серия A Сан-Паулу Атлетико Гойяненсе;4763;1;1;3.440000057;1.590000033;8.600000381;2.5;2.230000019;1;2;0;0;4;5;3;5;9;10;92;78;43;35;0;0;16;13;5;3;2;1;1
142538;23.10.2022;406908919;Чемпионат Аргентины. Региональная лига;КС Вилла Кубас;Сан Лоренцо Алем;Чемпионат Аргентины. Региональная лига КС Вилла Кубас Сан Лоренцо Алем;4723;2;2;5.579999924;1.460000038;4.559999943;4.5;2.339999914;4;2;1;1;4;5;3;3;1;1;68;81;32;60;0;0;17;16;2;3;3;3;1
208800;28.10.2022;407933616;Чемпионат Буркина-Фасо. Премьер-лига;Кадиого;АСФ Диуласо;Чемпионат Буркина-Фасо. Премьер-лига Кадиого АСФ Диуласо;4725;0;0;3.829999924;1.480000019;7.659999847;0.5;2.619999886;3;0;0;0;0;0;3;3;5;4;96;90;68;58;0;0;17;22;4;0;1;0;1
239775;29.10.2022;408155891;Чемпионат Германии. Бундеслига до 19 лет;Меппен (19);Гамбург (19);Чемпионат Германии. Бундеслига до 19 лет Меппен (19) Гамбург (19);4764;1;0;1.179999948;5.420000076;24;1.5;2.359999895;2;0;0;0;5;6;2;4;8;3;56;69;35;49;0;0;11;11;4;3;2;1;1
120850;23.10.2022;406810229;Чемпионат Англии. Премьер-лига. Женщины;Филд (жен);Лафборо Лайтнинг (жен);Чемпионат Англии. Премьер-лига. Женщины Филд (жен) Лафборо Лайтнинг (жен);4782;2;2;3.279999971;1.620000005;7.300000191;4.5;2.368000031;0;1;0;0;3;5;3;3;6;5;48;51;20;18;1;0;15;19;0;0;2;2;0
298351;30.10.2022;408439900;Чемпионат Австрии. Региональная лига Центр;САК Клагенфурт;Калсдорф;Чемпионат Австрии. Региональная лига Центр САК Клагенфурт Калсдорф;4772;2;0;1.00999999;20;33;2.5;2.450000048;1;1;0;0;2;3;4;1;7;5;107;100;45;53;0;0;17;27;0;0;3;0;1
245003;29.10.2022;408165019;Чемпионат Италии. Серия D;Леньяго Салюс;Виртус Больцано;Чемпионат Италии. Серия D Леньяго Салюс Виртус Больцано;4711;0;1;18.39999962;4.329999924;1.269999981;1.5;2.269999981;1;2;0;0;8;5;7;5;9;3;56;63;31;23;0;0;20;19;0;0;1;1;1
295737;30.10.2022;408431936;Чемпионат Италии. Серия D;Феззанесе;Вадо;Чемпионат Италии. Серия D Феззанесе Вадо;4758;1;1;6.590000153;1.590000033;3.450000048;2.5;2.180000067;5;2;0;0;2;5;2;5;7;5;41;66;31;59;0;0;13;9;1;3;2;2;1
194132;27.10.2022;407716760;Лига Европы УЕФА;Мальмё;Юнион Сент-Жилуаз;Лига Европы УЕФА Мальмё Юнион Сент-Жилуаз;4773;0;2;95;26;1.00999999;2.5;2.420000076;2;3;0;0;5;5;3;5;10;1;103;110;37;40;0;0;24;11;3;3;0;2;0
36127;22.10.2022;406475327;Чемпионат Таиланда. Дивизион 3;Эйр Форс Велфеир Департмент;Тонбури Юнайтед;Чемпионат Таиланда. Дивизион 3 Эйр Форс Велфеир Департмент Тонбури Юнайтед;4714;0;2;27;15;1.029999971;2.5;2.109999895;0;0;0;0;5;3;2;4;14;5;75;41;42;23;0;0;26;6;0;0;0;3;1
89150;23.10.2022;406714402;Чемпионат Японии. Третий дивизион;Нагано Парсейро;Йокогама СКК;Чемпионат Японии. Третий дивизион Нагано Парсейро Йокогама СКК;4770;2;1;1.110000014;7.360000134;29;3.5;2.269999981;0;1;0;0;6;3;4;2;8;9;85;64;57;33;1;0;14;17;4;2;2;1;0
240215;29.10.2022;408149470;Чемпионат Италии. Серия B;Беневенто;Пиза;Чемпионат Италии. Серия B Беневенто Пиза;4754;0;0;6.46999979;1.360000014;5.96999979;0.5;3.059999943;3;3;0;0;4;1;1;3;4;6;71;93;47;42;0;0;18;21;3;5;0;0;0
239999;29.10.2022;408150318;Чемпионат Румынии. Лига 3;Козия Кэлимэнешть;Вииторул Даешти;Чемпионат Румынии. Лига 3 Козия Кэлимэнешть Вииторул Даешти;4714;1;0;1.269999981;4.239999771;20;1.5;2.5;2;0;0;0;9;7;2;5;3;12;73;100;46;58;0;0;22;14;0;0;2;2;1
340040;01.11.2022;408923378;Чемпионат Англии. Истмийская Лига. Премьер-дивизион;Хорнчерч;Харинги Боро;Чемпионат Англии. Истмийская Лига. Премьер-дивизион Хорнчерч Харинги Боро;4799;2;2;3.269999981;1.600000024;7.150000095;4.5;2.305000067;1;1;0;0;4;5;5;2;17;6;57;52;28;25;1;1;24;9;3;2;3;3;1
306823;30.10.2022;408467494;Чемпионат Норвегии. Элитсерия;Лиллестрём;Одд Гренланд;Чемпионат Норвегии. Элитсерия Лиллестрём Одд Гренланд;4734;0;0;2.74000001;1.610000014;12;0.5;2.079999924;1;2;0;0;7;5;0;3;7;4;101;50;64;21;0;0;7;8;2;1;0;2;1
314397;30.10.2022;408509915;Чемпионат Аргентины. Региональная лига;Аргентино Пенарол;9 де Хулио Мортерос;Чемпионат Аргентины. Региональная лига Аргентино Пенарол 9 де Хулио Мортерос;4768;0;1;24;4.550000191;1.220000029;1.5;2.815999985;1;3;0;0;5;4;4;3;7;3;109;101;70;56;0;0;11;12;4;2;0;1;0
206466;28.10.2022;407906556;Чемпионат Хорватии. 1-я лига;Кустосия;Цибалия;Чемпионат Хорватии. 1-я лига Кустосия Цибалия;4734;2;2;5.480000019;1.529999971;4.309999943;4.5;2.180000067;1;3;0;0;5;3;4;5;2;6;82;99;41;33;1;0;9;10;4;4;2;2;0
46810;22.10.2022;406507784;Чемпионат Венгрии. Вторая лига;Сентлёринц;Халадаш;Чемпионат Венгрии. Вторая лига Сентлёринц Халадаш;4755;2;0;1.00999999;20;33;2.5;2.5;2;2;0;0;3;6;3;1;9;4;97;107;60;74;1;0;24;26;0;0;2;0;0
240202;29.10.2022;408149083;Чемпионат Германии. Региональная лига. Юго-запад;Балингер;08 Хомбург;Чемпионат Германии. Региональная лига. Юго-запад Балингер 08 Хомбург;4753;0;1;31;5.789999962;1.159999967;1.5;2.269999981;2;0;0;0;8;6;1;4;8;8;93;74;55;74;0;0;13;14;5;4;0;1;0
304105;30.10.2022;408456357;Чемпионат Испании. Второй дивизион;Малага;Эйбар;Чемпионат Испании. Второй дивизион Малага Эйбар;4768;0;1;40;4.650000095;1.220000029;1.5;2.519999981;1;1;0;0;4;2;5;2;9;9;111;67;61;25;0;0;10;13;5;3;0;1;0
325762;31.10.2022;408681060;Чемпионат Сенегала. Вторая лига;Порт де Дакар;Осло ФА;Чемпионат Сенегала. Вторая лига Порт де Дакар Осло ФА;4704;0;1;30;5.900000095;1.159999967;1.5;2.789999962;2;2;0;0;3;6;1;2;6;7;77;90;37;56;0;0;21;22;3;0;0;1;0
100161;23.10.2022;406762073;Чемпионат Испании. Третий дивизион RFEF;Тона;Вилафранка;Чемпионат Испании. Третий дивизион RFEF Тона Вилафранка;4740;1;2;22;4.550000191;1.24000001;3.5;2.440000057;1;4;0;0;3;1;3;2;3;3;99;80;37;31;0;1;26;16;0;0;1;2;0
293607;30.10.2022;408425795;Чемпионат Нидерландов. Третий дивизион;ХВ & КВ Квик;УНА;Чемпионат Нидерландов. Третий дивизион ХВ & КВ Квик УНА;4727;1;1;6.110000134;1.600000024;3.559999943;2.5;2.180000067;1;1;0;0;4;8;3;5;4;10;58;62;21;31;0;0;11;24;0;0;1;1;0
260746;29.10.2022;408236907;Чемпионат Сальвадора. Резервная лига;КД Платенсе Сакатеколука II;Санта Текла II;Чемпионат Сальвадора. Резервная лига КД Платенсе Сакатеколука II Санта Текла II;4743;1;3;33;20;1.00999999;4.5;2.210000038;0;0;0;0;3;3;1;6;6;7;63;84;27;40;0;0;31;32;0;0;2;3;1
234827;29.10.2022;408132868;Чемпионат Армении. Премьер-лига;Ван;Арарат Ереван;Чемпионат Армении. Премьер-лига Ван Арарат Ереван;4787;0;2;33;20;1.00999999;2.5;2.269999981;0;2;0;0;9;2;7;8;4;2;85;71;63;37;0;0;10;10;4;1;0;2;0
277835;30.10.2022;408387166;Чемпионат Хорватии. 2-я лига;Динамо Одрански Обреж;НК Треснйевка;Чемпионат Хорватии. 2-я лига Динамо Одрански Обреж НК Треснйевка;4755;3;3;4.789999962;1.600000024;4.260000229;6.5;2.180000067;1;3;0;0;1;1;5;7;6;8;79;85;38;48;0;0;26;14;0;0;4;3;1
315231;30.10.2022;408509685;Чемпионат Испании. Второй дивизион;Альбасете;Вильярреал II;Чемпионат Испании. Второй дивизион Альбасете Вильярреал II;4716;0;0;3.559999943;1.529999971;8.149999619;0.5;2.420000076;0;2;0;0;4;6;5;4;11;8;116;64;37;28;0;0;14;17;1;3;0;0;0
119368;23.10.2022;406809021;Чемпионат Италии. Серия D;АСД Виллафранка;Клодьенсе;Чемпионат Италии. Серия D АСД Виллафранка Клодьенсе;4708;0;0;7.690000057;1.399999976;4.449999809;0.5;2.954999924;2;2;0;0;4;8;4;2;3;12;35;72;17;34;0;0;14;33;0;0;0;0;0
256839;29.10.2022;408210869;Чемпионат Польши. Лига 1;Рух Хожув;Катовице;Чемпионат Польши. Лига 1 Рух Хожув Катовице;4766;1;0;1.129999995;6.03000021;51;1.5;2.599999905;2;3;0;0;6;7;4;5;10;7;93;105;45;41;0;0;22;15;0;0;1;0;0
299084;30.10.2022;408438059;Чемпионат Турции. Суперлига;Кайсериспор;Адана Демирспор;Чемпионат Турции. Суперлига Кайсериспор Адана Демирспор;4756;1;2;34;4.75;1.200000048;3.5;2.069999933;3;2;0;0;7;2;4;3;4;9;73;59;55;40;0;0;12;21;4;3;2;2;1
102334;23.10.2022;406765292;Чемпионат Испании. Второй дивизион RFEF;Прат;Эспаньол II;Чемпионат Испании. Второй дивизион RFEF Прат Эспаньол II;4785;1;1;7.559999943;1.330000043;5.400000095;2.5;3.303999901;5;3;0;0;4;5;5;1;3;7;86;109;35;53;0;0;15;22;0;0;2;1;1
72990;22.10.2022;406590084;Чемпионат ОАЭ;Аль-Наср Дубай;Аль-Айн;Чемпионат ОАЭ Аль-Наср Дубай Аль-Айн;4772;1;2;28;6.059999943;1.149999976;3.5;2.140000105;3;0;0;0;1;5;5;4;7;9;93;92;47;49;0;0;15;18;5;1;1;3;1
259380;29.10.2022;408229174;Чемпионат Эстонии. Мейстрилига;Нымме Калью;Легион Таллинн;Чемпионат Эстонии. Мейстрилига Нымме Калью Легион Таллинн;4732;1;0;1.059999943;10;34;1.5;2.079999924;1;4;0;0;8;1;4;1;10;4;101;59;75;34;0;0;24;9;0;0;1;0;0
300;20.10.2022;406096628;Чемпионат Испании. Примера;Альмерия;Жирона;Чемпионат Испании. Примера Альмерия Жирона;4766;3;1;1.016000032;21;76;4.5;2.299999952;0;2;0;0;4;5;7;3;4;10;53;83;17;42;0;1;18;16;3;4;3;2;1
139679;23.10.2022;406893482;Чемпионат Испании. Второй дивизион;Лас-Пальмас;Картагена;Чемпионат Испании. Второй дивизион Лас-Пальмас Картагена;4756;0;0;2.470000029;1.669999957;18.70000076;0.5;2.140000105;0;2;0;1;7;1;6;0;11;0;134;51;58;13;0;0;21;9;5;2;1;0;1
67186;22.10.2022;406565996;Чемпионат Испании. Третий дивизион RFEF;Леванте II;Йове Эспаньол;Чемпионат Испании. Третий дивизион RFEF Леванте II Йове Эспаньол;4796;1;1;4.110000134;1.440000057;7.699999809;2.5;2.789999962;1;4;0;0;2;0;2;1;2;1;100;68;50;29;0;0;14;14;4;3;1;1;0
278134;30.10.2022;408386067;Чемпионат Германии. Бундеслига до 19 лет;Дуйсбург (19);Рот-Вайсс Эссен (19);Чемпионат Германии. Бундеслига до 19 лет Дуйсбург (19) Рот-Вайсс Эссен (19);4703;0;2;31;21;1.00999999;2.5;2.140000105;4;3;1;0;4;4;1;2;6;9;76;75;72;65;0;0;18;21;0;0;0;2;0
170828;25.10.2022;407293853;Чемпионат Англии. Северная Национальная лига;Питерборо Спортс;Курзон Аштон;Чемпионат Англии. Северная Национальная лига Питерборо Спортс Курзон Аштон;4702;0;0;5.5;1.360000014;6.5;0.5;3.130000114;0;1;0;0;0;3;3;3;1;1;98;113;48;42;0;0;23;8;0;2;0;0;0
22073;21.10.2022;406338271;Чемпионат Германии. Оберлига Гамбург;Хамм Юнайтед;Виктория Гамбург;Чемпионат Германии. Оберлига Гамбург Хамм Юнайтед Виктория Гамбург;4759;1;2;18.89999962;5.300000191;1.220000029;3.5;2.055999994;2;2;0;0;5;1;6;7;11;5;75;69;39;29;0;0;14;24;0;0;1;3;1
240196;29.10.2022;408150195;Чемпионат Германии. 3-я Бундеслига;Боруссия II;Верль;Чемпионат Германии. 3-я Бундеслига Боруссия II Верль;4798;1;0;1.220000029;4.5;34;1.5;2.269999981;2;1;0;0;2;5;2;2;7;2;77;88;44;55;0;0;25;18;3;5;1;0;0
302924;30.10.2022;408454808;Португалия. Национальный чемпионат;Мерелиненсе;Мариа де Фонте;Португалия. Национальный чемпионат Мерелиненсе Мариа де Фонте;4769;1;1;5.320000172;1.399999976;6;2.5;2.954999924;1;1;0;0;5;2;6;5;8;8;79;98;30;46;0;0;23;27;0;0;1;1;0
2086;20.10.2022;406113854;Кубок Нидерландов;РКАВ Волендам;ХВ & КВ Квик;Кубок Нидерландов РКАВ Волендам ХВ & КВ Квик;4747;2;4;51;12;1.044999957;6.5;2.00999999;1;2;0;0;4;1;7;5;10;0;75;64;45;23;0;0;23;12;3;2;2;4;0
251220;29.10.2022;408183434;Чемпионат Северной Ирландии. Премьер-лига;Клифтонвил;Каррик Рейнджерс;Чемпионат Северной Ирландии. Премьер-лига Клифтонвил Каррик Рейнджерс;4752;1;0;1.070000052;9;41;1.5;2.390000105;1;2;0;0;9;3;5;1;4;4;96;56;74;28;1;0;9;10;0;0;1;0;0
64628;22.10.2022;406553735;Чемпионат Гибралтара. Премьер дивизион;Сент-Джозефс;Магпис;Чемпионат Гибралтара. Премьер дивизион Сент-Джозефс Магпис;4789;1;2;23;5.190000057;1.200000048;3.5;2.5;2;5;0;0;2;5;6;3;6;7;67;73;33;26;1;0;18;21;0;0;1;2;0
323393;31.10.2022;408667168;Чемпионат Колумбии. Региональная лига;Таленто и Вида;Энвигадо II;Чемпионат Колумбии. Региональная лига Таленто и Вида Энвигадо II;4722;0;1;12.80000019;3.549999952;1.409999967;1.5;2.180000067;3;2;0;1;7;1;0;1;2;2;91;79;54;30;0;0;14;10;4;2;0;1;0
65041;22.10.2022;406552902;Чемпионат Алжира. Дивизион 2;СК Мешерьа;Саида;Чемпионат Алжира. Дивизион 2 СК Мешерьа Саида;4772;0;0;3.359999895;1.49000001;9.819999695;0.5;2.775000095;1;3;0;0;3;2;5;1;4;6;56;55;35;34;0;0;30;28;0;0;1;0;1
281729;30.10.2022;408394317;Чемпионат Испании. Третий дивизион RFEF;ФЕ Грама;Тона;Чемпионат Испании. Третий дивизион RFEF ФЕ Грама Тона;4745;1;1;4.159999847;1.450000048;7.28000021;2.5;2.619999886;2;3;0;0;3;3;3;5;2;7;74;86;45;43;0;0;7;9;2;2;1;2;1
155994;24.10.2022;407087808;Чемпионат Польши. Лига 1;Катовице;Сталь Жешув;Чемпионат Польши. Лига 1 Катовице Сталь Жешув;4763;0;0;6.460000038;1.460000038;4.349999905;0.5;2.420000076;2;2;0;0;4;11;1;6;4;8;57;73;18;35;0;0;13;17;0;0;0;0;0
89879;23.10.2022;406722084;Чемпионат Южной Кореи;Похан Стилерс;Гангвон;Чемпионат Южной Кореи Похан Стилерс Гангвон;4760;1;0;1.125;6.5;51;1.5;2.460000038;1;2;0;0;2;3;1;0;7;6;103;93;59;59;0;0;9;6;1;2;1;0;0
