fldID;fldDate;fldIDMatch;fldTournament;fldTeam1;fldTeam2;fldInfo;fldElapsedTime;fldScore1;fldScore2;fldCoef1;fldCoefX;fldCoef2;fldTotal;fldCoefTotalOver;fldYellowCard1;fldYellowCard2;fldRedCard1;fldRedCard2;fldCorner1;fldCorner2;fldShotsOn1;fldShotsOn2;fldShotsOff1;fldShotsOff2;fldAttacks1;fldAttacks2;fldDanAttacks1;fldDanAttacks2;fldPenalty1;fldPenalty2;fldFreeKick1;fldFreeKick2;fldSub1;fldSub2;fldScoreResult1;fldScoreResult2;fldResult
283364;30.10.2022;408397895;Чемпионат Испании. Третий дивизион RFEF;Расинг Риоха II;Агонсильо;Чемпионат Испании. Третий дивизион RFEF Расинг Риоха II Агонсильо;4794;0;1;31;6.860000134;1.120000005;1.5;2.954999924;3;0;0;0;2;3;2;3;2;3;88;72;33;29;0;0;10;17;0;0;0;2;1
213084;28.10.2022;407953753;Чемпионат Германии. Региональная лига Бавария;Аугсбург II;СВ Тюркгюджю Атаспор;Чемпионат Германии. Региональная лига Бавария Аугсбург II СВ Тюркгюджю Атаспор;4767;1;0;1.139999986;6.340000153;31;1.5;2.180000067;1;1;0;0;4;3;2;4;9;3;76;72;42;42;0;0;20;19;0;0;2;0;1
116634;23.10.2022;406801814;Чемпионат Италии. Лига Про А;Падова;Новара;Чемпионат Италии. Лига Про А Падова Новара;4780;1;1;4.059999943;1.470000029;7.099999905;2.5;2.440000057;2;2;0;0;6;4;3;4;6;4;59;64;79;56;0;0;26;19;0;0;1;2;1
64601;22.10.2022;406552967;Чемпионат Англии. Северная Национальная лига;Блайт Спартанс;Олфретон Таун;Чемпионат Англии. Северная Национальная лига Блайт Спартанс Олфретон Таун;4701;1;1;5.480000019;1.529999971;4.309999943;2.5;2.404999971;0;0;0;0;6;2;2;6;6;2;44;37;20;24;0;0;16;12;0;0;2;2;1
171878;25.10.2022;407317795;Чемпионат Эквадора. Серия В;Чакаритас;Либертад Лоха;Чемпионат Эквадора. Серия В Чакаритас Либертад Лоха;4776;1;2;34;8.06000042;1.090000033;3.5;2.75999999;1;1;0;0;5;4;2;6;4;5;74;71;39;39;0;1;8;12;0;0;1;2;0
267692;30.10.2022;408308765;Чемпионат Мексики. Сегунда;Тампико Мадеро;Спортинг Канами;Чемпионат Мексики. Сегунда Тампико Мадеро Спортинг Канами;4732;2;1;1.110000014;7.909999847;24;3.5;2.00999999;0;3;0;0;8;4;10;2;7;3;74;62;42;17;0;0;14;29;0;0;3;1;1
70932;22.10.2022;406582573;Чемпионат Италии. Лига Про C;Таранто;Потенза;Чемпионат Италии. Лига Про C Таранто Потенза;4765;2;0;1.00999999;21;32;2.5;2.619999886;2;2;0;0;2;1;3;3;2;4;56;66;26;27;0;0;13;20;0;0;2;0;0
130167;23.10.2022;406840921;Чемпионат Камеруна. Премьер Дивизион;Фов Азур;Апеджес Академи;Чемпионат Камеруна. Премьер Дивизион Фов Азур Апеджес Академи;4793;2;2;4.369999886;1.50999999;5.550000191;4.5;2.5;1;1;0;0;3;4;3;4;7;6;73;73;31;29;0;1;12;16;0;0;2;2;0
11276;21.10.2022;406282925;Чемпионат Хорватии. 2-я лига;НК Зрински Журжевак;Меджимурье;Чемпионат Хорватии. 2-я лига НК Зрински Журжевак Меджимурье;4735;1;0;1.090000033;8.329999924;30;1.5;2.079999924;1;4;0;0;5;1;6;2;8;2;69;67;35;26;0;0;25;17;0;0;1;2;1
79021;22.10.2022;406626306;Чемпионат Швейцарии;Люцерн;Лугано;Чемпионат Швейцарии Люцерн Лугано;4772;2;1;1.159999967;5.559999943;39;3.5;2.029999971;1;3;0;0;11;3;5;4;7;6;88;76;90;46;1;0;8;19;2;5;3;1;1
131738;23.10.2022;406847870;Чемпионат Польши;Краковия;Лех;Чемпионат Польши Краковия Лех;4736;0;0;5.559999943;1.519999981;4.550000191;0.5;2.420000076;2;2;0;0;3;1;4;1;10;6;89;99;62;65;0;0;15;8;2;3;0;0;0
78362;22.10.2022;406621246;Чемпионат Аргентины. Региональная лига;Компания Хенераль;Пресиденте Дерки;Чемпионат Аргентины. Региональная лига Компания Хенераль Пресиденте Дерки;4775;1;1;5.460000038;1.269999981;8.800000191;2.5;3.230000019;3;2;0;0;4;3;7;3;3;4;85;79;42;40;0;1;22;20;0;0;1;1;0
36488;22.10.2022;406474163;Чемпионат Таиланда. Дивизион 3;КохКванг;Банбынг;Чемпионат Таиланда. Дивизион 3 КохКванг Банбынг;4744;1;0;1.139999986;6.460000038;28;1.5;2.559999943;4;4;0;0;8;3;2;4;8;4;67;55;33;24;0;0;20;14;0;0;1;0;0
295323;30.10.2022;408433308;Чемпионат Италии. Серия D;Понсакко;АС Остия Маре;Чемпионат Италии. Серия D Понсакко АС Остия Маре;4719;1;0;1.110000014;7.53000021;28;1.5;2.210000038;2;3;0;1;2;3;4;2;7;6;81;99;55;65;0;0;14;18;4;1;2;0;1
351388;02.11.2022;409139460;Чемпионат Испании. Женщины;Спортинг Де Уэльва (жен);Севилья (жен);Чемпионат Испании. Женщины Спортинг Де Уэльва (жен) Севилья (жен);4741;0;1;28;8.329999924;1.090000033;1.5;2.359999895;1;2;0;0;1;3;5;6;6;6;108;118;47;60;0;0;9;16;3;3;1;1;1
102459;23.10.2022;406765703;Чемпионат Испании. Первый дивизион RFEF;Сан-Себастьян Рейес;Унионистас Де Саламанка КФ;Чемпионат Испании. Первый дивизион RFEF Сан-Себастьян Рейес Унионистас Де Саламанка КФ;4738;1;1;5.980000019;1.360000014;5.980000019;2.5;2.950000048;4;2;0;0;3;5;2;5;5;5;87;72;47;50;0;0;18;14;0;0;1;1;0
227456;29.10.2022;408106502;Чемпионат Румынии. Лига 2;Униря Деж;Конкордия Кьяжна;Чемпионат Румынии. Лига 2 Униря Деж Конкордия Кьяжна;4722;1;1;4.25;1.480000019;6.300000191;2.5;2.420000076;0;1;0;0;2;4;6;3;7;4;101;118;66;78;0;0;15;9;0;0;1;1;0
141662;23.10.2022;406905280;Чемпионат Аргентины. Региональная лига;Уракан Диаманте;Уркиса Парана;Чемпионат Аргентины. Региональная лига Уракан Диаманте Уркиса Парана;4782;1;0;1.110000014;7.03000021;29;1.5;2.660000086;2;5;0;0;4;7;3;4;8;17;65;76;32;49;0;0;14;13;0;0;1;0;0
251178;29.10.2022;408184175;Чемпионат Англии. Северная Национальная лига;Брэдфорд Парк Авенью;Бракли Таун;Чемпионат Англии. Северная Национальная лига Брэдфорд Парк Авенью Бракли Таун;4741;1;2;35;7.150000095;1.110000014;3.5;2.5;1;0;0;0;3;9;4;3;1;3;69;70;42;63;0;1;18;18;1;1;1;2;0
64692;22.10.2022;406553682;Чемпионат Англии. Южная Премьер-лига. Центр;Леистон;Стоурбридж;Чемпионат Англии. Южная Премьер-лига. Центр Леистон Стоурбридж;4711;1;0;1.110000014;7.53000021;28;1.5;2.00999999;1;2;0;1;2;3;4;5;3;5;69;59;23;21;0;0;21;5;0;0;1;1;1
24653;21.10.2022;406354122;Ирландия. Чемпионат провинции Мюнстер;Коб Уондерерс;Рингмахон Рейнджерс;Ирландия. Чемпионат провинции Мюнстер Коб Уондерерс Рингмахон Рейнджерс;4788;0;1;28;7.010000229;1.120000005;1.5;2.210000038;0;1;0;0;1;3;0;7;3;4;67;92;31;65;0;0;5;8;3;0;0;3;1
131479;23.10.2022;406847996;Чемпионат Италии. Лига Про B;Чезена;Фьоренцуола;Чемпионат Италии. Лига Про B Чезена Фьоренцуола;4724;1;1;3.400000095;1.529999971;8.18999958;2.5;2.329999924;2;2;0;0;1;3;5;1;5;2;66;55;35;18;0;0;25;36;0;0;2;1;1
176361;26.10.2022;407435711;Австрия. Любительский кубок;Эсслинг;ДСВ Фортуна 05;Австрия. Любительский кубок Эсслинг ДСВ Фортуна 05;4746;2;1;1.159999967;6.03000021;25;3.5;2.269999981;2;2;0;0;7;2;4;4;9;5;102;111;65;59;0;1;4;9;3;4;3;1;1
119818;23.10.2022;406808375;Чемпионат Италии. Серия D;Чиети;Нуова Флорида;Чемпионат Италии. Серия D Чиети Нуова Флорида;4704;1;1;4.550000191;1.460000038;6.070000172;2.5;2.775000095;3;3;0;0;3;8;5;2;9;7;81;69;41;35;0;1;13;31;0;0;1;1;0
85707;23.10.2022;406680683;Чемпионат Аргентины. Региональная лига;Луджан де Куйо;Фундакион Амигос;Чемпионат Аргентины. Региональная лига Луджан де Куйо Фундакион Амигос;4709;0;0;6.739999771;1.470000029;3.950000048;0.5;2.480000019;2;2;0;0;4;2;2;0;6;1;61;61;26;26;0;0;15;12;0;0;0;0;0
240043;29.10.2022;408149058;Чемпионат Германии. Региональная лига Бавария;Виктория Ашаффенбург;Бучбач;Чемпионат Германии. Региональная лига Бавария Виктория Ашаффенбург Бучбач;4747;1;2;15.69999981;3.940000057;1.330000043;3.5;2.109999895;2;2;0;0;7;2;4;2;9;5;89;77;49;22;0;0;7;9;3;4;2;2;1
67834;22.10.2022;406566504;Чемпионат Испании. Второй дивизион RFEF;УД Мутилвера;Реал Сосьедад III;Чемпионат Испании. Второй дивизион RFEF УД Мутилвера Реал Сосьедад III;4771;0;2;35;19.60000038;1.00999999;2.5;3.119999886;1;1;0;0;3;1;1;2;7;3;104;74;38;17;0;0;20;19;0;0;1;2;1
212457;28.10.2022;407951221;Чемпионат Испании. Третий дивизион RFEF. Группа 6;Вильярреал III;Леванте II;Чемпионат Испании. Третий дивизион RFEF. Группа 6 Вильярреал III Леванте II;4720;1;1;5.110000134;1.480000019;5.110000134;2.5;2.619999886;2;1;0;0;1;1;3;5;6;4;146;111;82;60;0;0;18;9;0;0;1;1;0
94183;23.10.2022;406747673;Чемпионат Греции до 19 лет;Левадеякос (19);АЕК (19);Чемпионат Греции до 19 лет Левадеякос (19) АЕК (19);4726;0;1;32;8.329999924;1.090000033;1.5;2.180000067;0;3;0;0;1;2;3;4;3;6;83;107;53;58;0;0;25;15;0;0;2;1;1
303185;30.10.2022;408454779;Португалия. Национальный чемпионат;Вилар-де-Пердизеш;Брито;Португалия. Национальный чемпионат Вилар-де-Пердизеш Брито;4717;1;2;11.30000019;3.279999971;1.480000019;3.5;2.109999895;1;1;0;1;9;3;3;4;7;8;66;70;38;36;0;0;12;29;0;0;2;2;1
135471;23.10.2022;406869923;Чемпионат Египта. Премьер-лига;Аль-Ахли Каир;Асван;Чемпионат Египта. Премьер-лига Аль-Ахли Каир Асван;4743;1;0;1.039999962;10.89999962;51;1.5;2.180000067;0;3;0;0;3;2;5;4;4;0;77;70;45;26;1;0;19;18;0;0;1;0;0
298359;30.10.2022;408441743;Чемпионат Италии. Серия D;Рома Сити;Вигор Сенигаллия;Чемпионат Италии. Серия D Рома Сити Вигор Сенигаллия;4764;1;1;5.550000191;1.50999999;4.369999886;2.5;2.5;2;0;0;0;4;3;4;2;10;9;105;101;70;64;1;0;12;16;2;3;1;2;1
302809;30.10.2022;408453843;Чемпионат Испании. Третий дивизион RFEF;КД Робрес;Монсон;Чемпионат Испании. Третий дивизион RFEF КД Робрес Монсон;4754;2;0;1.00999999;20;33;2.5;2.269999981;2;2;0;0;1;3;3;3;4;8;120;120;41;30;0;0;9;31;0;0;2;1;1
328157;31.10.2022;408714564;Чемпионат Англии. Истмийская Лига. Премьер-дивизион;Каршолтон Атлетик;Маргит;Чемпионат Англии. Истмийская Лига. Премьер-дивизион Каршолтон Атлетик Маргит;4775;1;0;1.029999971;12.89999962;41;1.5;2.269999981;2;4;0;1;6;0;7;0;3;1;68;53;34;15;0;0;12;17;0;0;1;0;0
85053;23.10.2022;406670996;Чемпионат США. USL. 1-я лига;Тормента;Шарлотт Индепенденс;Чемпионат США. USL. 1-я лига Тормента Шарлотт Индепенденс;4758;2;1;1.059999943;10;34;3.5;2.180000067;0;1;0;1;6;2;3;4;10;5;84;84;59;39;1;0;10;10;0;3;2;1;0
306679;30.10.2022;408461821;Чемпионат Литвы. Премьер-лига;Паневежис;Хегелманн Литауен;Чемпионат Литвы. Премьер-лига Паневежис Хегелманн Литауен;4740;2;1;1.24000001;4.46999979;24;3.5;2.359999895;1;0;0;0;1;5;3;2;3;3;116;140;34;54;1;0;9;15;0;0;3;1;1
248810;29.10.2022;408175438;Чемпионат Туниса;ЕС Хаммам-Сус;Татавин;Чемпионат Туниса ЕС Хаммам-Сус Татавин;4784;0;0;4.880000114;1.399999976;7.190000057;0.5;2.880000114;0;0;0;0;1;3;3;1;3;0;76;58;43;21;0;0;23;17;1;3;0;0;0
251570;29.10.2022;408181645;Чемпионат Англии. Лига 1;Чарльтон Атлетик;Ипсвич Таун;Чемпионат Англии. Лига 1 Чарльтон Атлетик Ипсвич Таун;4777;2;2;6.559999943;1.590000033;3.630000114;4.5;2.263999939;3;4;0;0;1;5;3;3;2;11;68;68;19;38;0;0;17;10;4;3;4;4;1
283332;30.10.2022;408397829;Чемпионат Испании. Второй дивизион RFEF;Атлетико Пасо;Атлетико Мадрид II;Чемпионат Испании. Второй дивизион RFEF Атлетико Пасо Атлетико Мадрид II;4792;2;4;35;19.60000038;1.00999999;6.5;2.440000057;3;2;0;0;4;2;8;6;2;4;64;51;40;39;0;0;15;8;0;0;2;4;0
58533;22.10.2022;406533700;Чемпионат Италии. Серия А;УС Салернитана 1919;Специа;Чемпионат Италии. Серия А УС Салернитана 1919 Специа;4790;1;0;1.200000048;4.75;38;1.5;2.400000095;1;2;0;0;1;7;1;2;9;10;60;91;25;44;0;0;9;13;2;4;1;0;0
254222;29.10.2022;408204034;Чемпионат Испании. Третий дивизион RFEF;КД Правиано;Эль Энтрего;Чемпионат Испании. Третий дивизион RFEF КД Правиано Эль Энтрего;4775;0;1;28;5.900000095;1.159999967;1.5;2.775000095;1;1;0;0;1;5;0;9;4;6;78;78;35;39;0;0;15;27;0;0;0;2;1
141534;23.10.2022;406904884;Чемпионат Аргентины. Региональная лига;Аргентино де Чакабуко;Вилла Белграно;Чемпионат Аргентины. Региональная лига Аргентино де Чакабуко Вилла Белграно;4755;0;0;7.739999771;1.440000057;3.869999886;0.5;2.5;0;1;0;0;3;9;2;3;2;7;98;118;45;83;0;0;14;11;2;3;0;0;0
65165;22.10.2022;406553047;Чемпионат Алжира;Шелгум Лаид;Оран;Чемпионат Алжира Шелгум Лаид Оран;4766;0;2;44;28;1.00999999;2.5;2.829999924;3;1;0;0;2;0;3;2;7;2;111;90;78;47;0;0;22;6;6;3;1;2;1
68741;22.10.2022;406574168;Чемпионат Венгрии. Вторая лига;Казинцбарцика;Тисакечке;Чемпионат Венгрии. Вторая лига Казинцбарцика Тисакечке;4731;2;1;1.179999948;5.420000076;25;3.5;2.359999895;2;3;0;0;2;4;7;7;3;5;76;74;32;24;0;0;23;27;0;0;2;2;1
313319;30.10.2022;408511556;Чемпионат Коста-Рики. Второй дивизион;АДР Джикарал;Муниципаль Либерия;Чемпионат Коста-Рики. Второй дивизион АДР Джикарал Муниципаль Либерия;4778;1;3;33;18.70000076;1.00999999;4.5;2.305000067;3;6;0;0;3;3;1;3;0;0;5;10;1;5;1;0;17;21;3;5;2;3;1
44646;22.10.2022;406500537;Чемпионат Италии. Серия А. Женщины;Парма (жен);АСД Помильяно (жен);Чемпионат Италии. Серия А. Женщины Парма (жен) АСД Помильяно (жен);4786;1;2;22;5.190000057;1.200000048;3.5;2.359999895;1;0;0;0;3;3;3;4;2;0;88;77;65;50;0;0;26;26;2;2;1;3;1
122089;23.10.2022;406819248;Чемпионат Австрии. Региональная лига Запад;Вольфурт;Ротенберг;Чемпионат Австрии. Региональная лига Запад Вольфурт Ротенберг;4799;1;0;1.210000038;4.789999962;29;1.5;2.25;2;1;0;0;3;4;7;3;6;4;76;77;47;38;0;0;9;24;3;2;1;0;0
68878;22.10.2022;406572199;Чемпионат Испании. Второй дивизион RFEF;АД Сан Хуан;Сестао Ривер;Чемпионат Испании. Второй дивизион RFEF АД Сан Хуан Сестао Ривер;4768;1;1;8.930000305;1.269999981;5.769999981;2.5;3.430000067;1;1;0;0;1;6;2;2;3;4;78;80;18;28;0;0;17;10;0;0;1;1;0
194163;27.10.2022;407716622;Лига Европы УЕФА;АЕК Ларнака;Динамо Киев;Лига Европы УЕФА АЕК Ларнака Динамо Киев;4735;3;1;1.00999999;23;89;4.5;2.529999971;1;4;0;0;3;2;4;4;7;1;74;63;39;15;0;0;21;19;1;2;3;3;1
293305;30.10.2022;408425247;Чемпионат Албании. Суперлига;Тирана;Кукеси;Чемпионат Албании. Суперлига Тирана Кукеси;4782;2;1;1.049999952;11;41;3.5;2.5;1;2;0;1;9;0;5;2;3;1;117;83;88;46;0;0;16;8;3;3;4;1;1
125207;23.10.2022;406825637;Чемпионат Финляндии. Высшая лига;Лахти;ТПС;Чемпионат Финляндии. Высшая лига Лахти ТПС;4770;1;0;1.090000033;6.96999979;86;1.5;2.440000057;3;1;0;0;3;3;4;1;3;1;90;67;37;25;1;0;13;18;1;5;2;1;1
64957;22.10.2022;406551549;Чемпионат Испании. Молодёжная лига;Уэска (19);Барселона (19);Чемпионат Испании. Молодёжная лига Уэска (19) Барселона (19);4740;0;0;5.400000095;1.600000024;3.869999886;0.5;2.180000067;1;0;0;0;1;4;4;2;6;9;98;118;44;43;0;0;10;20;0;0;0;1;1
94137;23.10.2022;406747465;Чемпионат Чехии. Вторая лига;Спарта II;Тршинец;Чемпионат Чехии. Вторая лига Спарта II Тршинец;4758;0;1;27;4.320000172;1.25;1.5;2.180000067;3;3;0;0;10;1;5;5;7;4;73;66;59;32;0;0;14;16;0;0;0;1;0
113605;23.10.2022;406793178;Чемпионат Азербайджана;Сабаил;Шамахи;Чемпионат Азербайджана Сабаил Шамахи;4719;0;0;6.190000057;1.370000005;5.679999828;0.5;2.950000048;3;2;1;0;5;2;4;1;7;6;94;85;47;38;0;0;13;10;3;2;0;0;0
205865;28.10.2022;407899858;Чемпионат Чехии. Четвёртая лига;Хомутов;Лоуни;Чемпионат Чехии. Четвёртая лига Хомутов Лоуни;4788;0;0;3.930000067;1.470000029;7.550000191;0.5;2.619999886;1;0;0;0;8;4;2;1;10;2;84;78;37;22;0;0;22;16;0;0;0;0;0
255522;29.10.2022;408203968;Чемпионат Мексики. 4-й дивизион;Сан Николас де лос Гарса;Гавиланес II;Чемпионат Мексики. 4-й дивизион Сан Николас де лос Гарса Гавиланес II;4752;0;1;29;4.989999771;1.169999957;1.5;2.569999933;2;4;0;0;3;1;2;3;1;2;23;22;13;9;0;0;35;27;0;0;0;1;0
240214;29.10.2022;408149184;Чемпионат Италии. Серия B;Парма;Комо;Чемпионат Италии. Серия B Парма Комо;4739;1;0;1.169999957;5.53000021;44;1.5;2.420000076;3;2;0;0;5;3;3;1;4;6;74;80;29;22;0;0;18;24;3;4;1;0;0
263037;29.10.2022;408258733;Чемпионат Португалии до 19 лет;Мафра (19);УД Лейрия (19);Чемпионат Португалии до 19 лет Мафра (19) УД Лейрия (19);4724;0;0;4.019999981;1.700000048;4.320000172;0.5;2.140000105;1;1;0;0;2;11;0;1;3;5;47;78;18;40;0;0;7;16;2;1;0;2;1
102137;23.10.2022;406766226;Чемпионат Испании. Молодёжная лига;Ароса (19);Атлетико Перинес (19);Чемпионат Испании. Молодёжная лига Ароса (19) Атлетико Перинес (19);4731;0;0;3.160000086;1.639999986;7.019999981;0.5;2.210000038;1;5;0;1;2;4;1;1;7;6;65;58;45;36;0;0;20;20;0;0;1;1;1
339694;01.11.2022;408922923;Чемпионат Англии. Северная лига. Дивизион 1;Дерехэм Таун;Саттон Колдфилд;Чемпионат Англии. Северная лига. Дивизион 1 Дерехэм Таун Саттон Колдфилд;4785;2;2;3.799999952;1.590000033;5.579999924;4.5;2.079999924;2;1;0;0;5;6;10;5;8;8;58;73;31;33;0;0;16;14;0;0;3;2;1
251113;29.10.2022;408183734;Чемпионат Англии. Южная Премьер-лига. Центр;Нидэм Маркет;Бедфорд Таун;Чемпионат Англии. Южная Премьер-лига. Центр Нидэм Маркет Бедфорд Таун;4774;0;0;4.420000076;1.470000029;6.110000134;0.5;2.440000057;1;1;0;0;6;5;4;6;2;3;62;71;36;31;0;0;15;12;0;0;0;0;0
179019;26.10.2022;407454031;Чемпионат Эфиопии. Премьер-лига;Дефенс Форс Аддис-Абеба;Эфиопиан Инсуранс;Чемпионат Эфиопии. Премьер-лига Дефенс Форс Аддис-Абеба Эфиопиан Инсуранс;4739;1;2;23;4.860000134;1.220000029;3.5;2.359999895;4;2;0;0;4;1;4;4;7;5;123;126;70;61;0;0;13;15;2;1;1;2;0
182124;26.10.2022;407498237;Кубок Израиля;Бейтар;Секция;Кубок Израиля Бейтар Секция;4741;1;1;3.789999962;1.50999999;6.900000095;2.5;2.269999981;1;3;0;0;2;3;2;3;6;6;118;77;65;46;0;0;21;12;0;0;1;1;0
12326;21.10.2022;406288265;Чемпионат Ирана;Нафт Масед Солейман;Мес Рафсанжан;Чемпионат Ирана Нафт Масед Солейман Мес Рафсанжан;4779;0;0;7.150000095;1.360000014;5.110000134;0.5;2.930000067;1;2;0;0;5;4;3;1;0;5;61;89;30;49;0;0;19;9;2;3;0;0;0
298702;30.10.2022;408439595;Чемпионат Франции. Второй дивизион. Женщины;Марсель (жен);Ницца (жен);Чемпионат Франции. Второй дивизион. Женщины Марсель (жен) Ницца (жен);4775;1;0;1.059999943;10;34;1.5;2.305000067;2;1;0;0;6;3;6;3;3;4;53;36;30;17;0;0;14;20;0;0;2;0;1
311410;30.10.2022;408498705;Чемпионат Кот-дИвуара;АС Денгеле;ЕС Бафинг;Чемпионат Кот-дИвуара АС Денгеле ЕС Бафинг;4736;3;2;1.220000029;5.059999943;19.10000038;5.5;2.029999971;1;1;0;0;1;5;4;5;3;5;64;85;42;51;0;0;17;28;2;4;3;2;0
138198;23.10.2022;406883177;Аргентина. Кубок Санта-Фе;Архентино де Росарио;КА 9 де Хулио Рафаэльа;Аргентина. Кубок Санта-Фе Архентино де Росарио КА 9 де Хулио Рафаэльа;4782;1;0;1.220000029;4.789999962;23;1.5;2.775000095;4;1;0;0;2;5;1;4;2;9;99;123;46;70;0;0;7;12;0;0;1;0;0
152141;24.10.2022;407060957;Чемпионат Кипра. 1-й дивизион;АЕЛ;Неа Саламина;Чемпионат Кипра. 1-й дивизион АЕЛ Неа Саламина;4759;0;0;5.070000172;1.350000024;7.599999905;0.5;2.950000048;2;1;0;0;2;2;2;2;8;1;91;89;46;41;0;2;18;17;0;0;1;0;1
52997;22.10.2022;406522348;Чемпионат Германии. Региональная лига. Юго-запад;ТСВ Ленерц;Рот-Вайсс Кобленц;Чемпионат Германии. Региональная лига. Юго-запад ТСВ Ленерц Рот-Вайсс Кобленц;4765;1;1;4.019999981;1.450000048;7.539999962;2.5;2.589999914;0;3;0;0;6;3;3;1;5;3;68;70;38;27;0;0;18;22;0;0;1;1;0
333787;01.11.2022;408866657;Чемпионат Испании. Третий дивизион RFEF;Ангияно;Комиллас;Чемпионат Испании. Третий дивизион RFEF Ангияно Комиллас;4739;1;0;1.179999948;5.309999943;26;1.5;2.775000095;3;1;1;0;2;4;4;2;5;4;88;85;56;38;0;1;22;16;0;0;1;0;0
142753;24.10.2022;406912993;Чемпионат Бразилии. Серия A;Куяба;Гояс;Чемпионат Бразилии. Серия A Куяба Гояс;4752;1;2;29;3.75;1.299999952;3.5;2.450000048;3;3;0;0;4;3;1;3;16;2;114;52;45;14;0;0;21;14;5;4;1;2;0
260701;29.10.2022;408239058;Кубок Африканских Наций до 23 лет;Кот-дИвуар (23);Нигер (23);Кубок Африканских Наций до 23 лет Кот-дИвуар (23) Нигер (23);4727;1;1;2.940000057;1.590000033;11.10000038;2.5;2.329999924;0;2;0;0;4;0;4;3;11;4;88;62;53;25;0;0;13;10;3;2;1;1;0
117528;23.10.2022;406802450;Чемпионат Кипра. 2-й дивизион;Отеллос Атиену;Дигенис Ипсонас;Чемпионат Кипра. 2-й дивизион Отеллос Атиену Дигенис Ипсонас;4779;0;2;29;15;1.029999971;2.5;2.180000067;1;4;0;0;4;2;6;4;6;4;98;74;84;42;1;0;16;15;0;0;1;2;1
227513;29.10.2022;408106611;Чемпионат Испании. Примера Дивизион RFEF. Женщины;Кордоба (жен);КДЕФ Логроньо (жен);Чемпионат Испании. Примера Дивизион RFEF. Женщины Кордоба (жен) КДЕФ Логроньо (жен);4756;1;2;24;5.420000076;1.179999948;3.5;2.5;2;2;0;0;3;2;2;2;3;5;103;105;55;64;0;0;18;15;0;0;1;2;0
245330;29.10.2022;408164911;Чемпионат Замбии. Суперлига;Кабве Уорриорз;Зеско Юнайтед;Чемпионат Замбии. Суперлига Кабве Уорриорз Зеско Юнайтед;4712;0;0;5.639999866;1.399999976;5.639999866;0.5;3.329999924;1;2;0;0;4;1;2;4;8;10;85;75;47;61;0;0;11;19;3;2;0;0;0
302925;30.10.2022;408453552;Португалия. Национальный чемпионат;Педрас Салгадас;Певидем;Португалия. Национальный чемпионат Педрас Салгадас Певидем;4737;0;1;24;5.139999866;1.200000048;1.5;2.589999914;4;4;0;1;3;2;1;8;5;8;58;74;47;56;0;0;7;22;2;2;1;1;1
283076;30.10.2022;408397643;Чемпионат Испании. Второй дивизион RFEF;Пенья Депортива;Ибиза Ислас Питиусас;Чемпионат Испании. Второй дивизион RFEF Пенья Депортива Ибиза Ислас Питиусас;4734;2;1;1.090000033;7.96999979;36;3.5;3.130000114;1;3;0;0;5;3;3;4;3;4;98;87;30;27;0;0;18;14;0;0;2;1;0
121959;23.10.2022;406818993;Чемпионат Италии. Лига Про B;АСД Торрес Сессари;Ольбия;Чемпионат Италии. Лига Про B АСД Торрес Сессари Ольбия;4792;0;0;4.739999771;1.360000014;8.170000076;0.5;2.950000048;2;3;0;0;1;3;5;2;8;2;95;74;60;43;1;0;20;17;0;0;1;1;1
322209;31.10.2022;408648306;Кубок Регионов УЕФА;Сан-Марино (люб);Румыния (люб);Кубок Регионов УЕФА Сан-Марино (люб) Румыния (люб);4768;3;1;1.00999999;19.60000038;35;4.5;2.305000067;1;2;0;0;3;3;8;3;6;8;104;82;49;52;1;0;11;10;3;2;3;2;1
126024;23.10.2022;406829165;Чемпионат Эстонии. Мейстрилига;Левадия;Пайде Линнамеесконд;Чемпионат Эстонии. Мейстрилига Левадия Пайде Линнамеесконд;4782;1;1;5.260000229;1.460000038;5.079999924;2.5;2.619999886;3;2;0;0;1;6;6;2;3;6;127;108;63;59;0;0;10;15;0;0;1;2;1
315320;30.10.2022;408520420;Чемпионат Бельгии. Премьер-лига;Шарлеруа;Ройял Антверпен;Чемпионат Бельгии. Премьер-лига Шарлеруа Ройял Антверпен;4783;1;0;1.309999943;4;26;1.5;2.279999971;2;3;0;0;3;8;2;5;4;4;51;128;20;50;0;0;4;11;3;2;1;0;0
334798;01.11.2022;408890133;Молодежная лига УЕФА;Црвена Звезда (19);АЗ (19);Молодежная лига УЕФА Црвена Звезда (19) АЗ (19);4767;0;1;34;6.5;1.159999967;1.5;2.109999895;0;3;0;0;2;3;2;3;5;3;56;88;25;38;0;0;16;8;2;2;1;1;1
308410;30.10.2022;408478306;Чемпионат Сенегала. Премьер-лига;Пикине;Диамбарс;Чемпионат Сенегала. Премьер-лига Пикине Диамбарс;4722;0;0;5.079999924;1.389999986;6.610000134;0.5;2.789999962;0;1;0;0;3;4;2;2;6;5;91;83;62;51;0;0;14;9;3;4;1;0;1
170892;25.10.2022;407298831;Чемпионат Англии. Северная Национальная лига;Честер;Глостер Сити;Чемпионат Англии. Северная Национальная лига Честер Глостер Сити;4753;0;1;31;5.789999962;1.159999967;1.5;2.950000048;1;2;0;0;1;3;0;2;1;1;94;73;23;38;0;0;8;4;0;0;1;1;1
